<<<<<<< HEAD
0.9975650059551585 0.6181392837370814 0.08059259186918635
0.47577338615309916 0.04738526743600824 0.653094128703758
0.6488309031011735 0.3999964333058933 0.5209191948059408
0.5385254295399976 0.510272908650521 0.24643383760853538
0.3960373515387887 0.4294698409802482 0.42665854363455963
0.7740021198961824 0.26360366585304007 0.6663172810610621
0.27325663164672864 0.6924197726795985 0.26577886689379365
0.2556345333095158 0.04735854977000731 0.8016929886249419
0.8268113410136053 0.6436479820598215 0.25385137286926895
0.9843242221017635 0.24291188039796585 0.30601047530373043
0.8263830612437174 0.6765596249152794 0.03317581098249811
0.3170484683280318 0.6309867092639173 0.31368223699678077
0.005223695319830357 0.33569043039234203 0.6913634982598633
0.2891389404013247 0.4738886714633591 0.27711899518364924
0.9700674627444241 0.18954236007094272 0.166855021954268
0.05979415037461999 0.6687406087383657 0.39580636459502433
0.5449653379973913 0.9219342955555879 0.044779215273431316
0.4995807973238 0.5338526185440828 0.4489111572318325
0.4615894310917199 0.19599998577736455 0.8207895855113769
0.2614508456545779 0.25123427421190603 1.1608826004767685
0.0467197646896248 0.9974165866926619 0.23376821393432934
0.9168833816413847 0.12097146524685864 0.4195605105969339
0.18518235511794146 0.10910209860556874 1.05542516367444
0.8374723476958519 0.024405008086171187 0.3387882980824052
0.013585172616292884 0.4901576225294011 0.591650903168876
0.3040960553346972 0.19765292306828475 1.0515179332720013
0.015957693127431782 0.20138967012600606 0.8917171822683853
0.508080015161888 0.7249904004249619 -0.08311295226901855
0.8063089559965657 0.10347934778657752 0.3375448530057995
0.9415376831675973 0.10063498723648368 0.10690767590675893
0.6897412456090469 0.3916653152713667 0.6183201773375019
0.03875840168266442 0.3867780732563454 0.8183899409429083
0.010426380266037039 0.05703701174860054 0.8160895773709558
0.11722034312338925 0.13295267311585912 0.9386232179098615
0.4053626646280031 0.7723255248180871 0.089021231747789
0.46877653895031 0.7687068856084087 -0.21907851711167942
0.9554590800265613 0.369848252885728 0.5099013513535927
0.6420066516251397 0.052384950088700366 0.5606645950366101
0.8724871293496597 0.8487661734026255 0.1824397958876917
0.22274598332287743 0.8593226254197841 0.20559742377945112
0.8282837661850269 0.7435544183445166 0.13975383997817903
0.39399783071964767 0.13280026337916007 0.7953837546959748
0.4155537851485728 0.5164494241222736 0.33759191852370407
0.16168057015394421 0.3124987939133882 1.1548913270127366
0.9069042222672629 0.8509093226228098 0.031109874020652708
0.9428399321680544 0.9236846190679662 -0.06498681003237193
0.15465078911201358 0.14658414397008057 1.1229341225372476
0.5977944383040432 0.6074240574211777 0.2994930239640805
0.47237527162312043 0.7038342060927215 0.03775810391808262
0.7258277676885188 0.6883437949223236 0.006196424365141534
0.5403355651241886 0.661593924164177 0.25718292518718433
0.5295414861017607 0.7453504812865371 0.02934995202925348
0.8831503723919382 0.20597281558633396 0.3311175159448799
0.5529553298275018 0.6598672651402485 0.18132213597151892
0.22258071578929794 0.7107606187047356 0.16752037531935826
0.8580417499334241 0.27749749483824393 0.6646266045340905
0.9407835479044242 0.6619647711895892 0.11689752052580629
0.6209941153296571 0.7776411410182896 0.06738750959983092
0.050520310835105 0.9402187303163533 0.21902898252446024
0.09116547299113298 0.5861690505914624 0.33726797722815943
0.2826967736143996 0.03555192730640344 1.0331669647727684
0.15062027094322328 0.5286902438744945 0.5532206499411307
0.965357010118786 0.14792063283190438 0.2309508105166128
0.22581423906690068 0.0098096238056532 0.7276100404817493
0.43804657892554544 0.25367783790323617 0.5712019188754323
0.9956716807677689 0.6439144527546783 0.1295431786408397
0.4793445458252893 0.5194516853839294 0.3154769004920369
0.38302966978334296 0.7668603131367958 0.18311031952183396
0.31137996279614544 0.03281155047748485 1.042202522676727
0.4910605565354099 0.24619347647335144 0.663262833616106
0.9836247248193378 0.280852791650143 0.4085091520948696
0.9915075292788177 0.9974250781019047 0.022813560659989122
0.04945356206198792 0.11296606632838024 0.854857030256501
0.9608846724955964 0.6891174236781888 0.12467619558298296
0.6064265234097215 0.1500528728371795 0.4357643086976312
0.5112187962661978 0.6867534522147196 0.12122238932817966
0.5098196902514416 0.641467942062181 0.24269366045699578
0.6254724875762656 0.26823947602914555 0.36729143633142025
0.7008329020909279 0.07173194962045071 0.37251706589211686
0.8318932894165091 0.7866974319386026 0.05213873557516883
0.9905653908898359 0.783437477840955 0.20134460648024757
>>>>>>> 374d2a617dbf0a1fe98d93f4b12bbc6e1514f70e
